TransactionId,TransactionDate,Narration,Debit,Credit,RunningBalance,ModelCopyDateTime,file_name,DomainName,CreatedDate,ModifiedDate,Classified,LabelTerm
6271,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:01.4500000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.4500000,2023-06-14T20:55:01.4500000,No,
6272,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:01.5100000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.5100000,2023-06-14T20:55:01.5100000,No,
6273,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:01.4570000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.4570000,2023-06-14T20:55:01.4570000,No,
6274,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:01.5530000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.5530000,2023-06-14T20:55:01.5530000,No,
6275,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:01.5930000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.5930000,2023-06-14T20:55:01.5930000,No,
6276,2023-03-06T00:00:00.0000000,VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,0.15,0,181608.79,2023-06-14T20:55:01.6000000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.6000000,2023-06-14T20:55:01.6000000,No,
6277,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:01.6030000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.6030000,2023-06-14T20:55:01.6030000,No,
6278,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:01.6230000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.6230000,2023-06-14T20:55:01.6230000,No,
6279,2023-03-06T00:00:00.0000000,VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,0.15,0,181608.79,2023-06-14T20:55:01.6930000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.6930000,2023-06-14T20:55:01.6930000,No,
6280,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:01.7070000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.7070000,2023-06-14T20:55:01.7070000,No,
6281,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:01.8000000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.8000000,2023-06-14T20:55:01.8000000,No,
6282,2023-03-06T00:00:00.0000000,CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,3,0,181608.94,2023-06-14T20:55:01.8030000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.8030000,2023-06-14T20:55:01.8030000,No,
6283,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:01.8100000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.8100000,2023-06-14T20:55:01.8100000,No,
6284,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:01.8430000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.8430000,2023-06-14T20:55:01.8430000,No,
6285,2023-03-06T00:00:00.0000000,CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,3,0,181608.94,2023-06-14T20:55:01.8970000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.8970000,2023-06-14T20:55:01.8970000,No,
6286,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:01.9630000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.9630000,2023-06-14T20:55:01.9630000,No,
6287,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:01.9670000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:01.9670000,2023-06-14T20:55:01.9670000,No,
6288,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:02.0100000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.0100000,2023-06-14T20:55:02.0100000,No,
6289,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:02.0270000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.0270000,2023-06-14T20:55:02.0270000,No,
6290,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:02.1030000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.1030000,2023-06-14T20:55:02.1030000,No,
6291,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:02.1430000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.1430000,2023-06-14T20:55:02.1430000,No,
6292,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:02.2100000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.2100000,2023-06-14T20:55:02.2100000,No,
6293,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:02.3830000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.3830000,2023-06-14T20:55:02.3830000,No,
6294,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:02.3970000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.3970000,2023-06-14T20:55:02.3970000,No,
6295,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:02.5770000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.5770000,2023-06-14T20:55:02.5770000,No,
6296,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:02.5870000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.5870000,2023-06-14T20:55:02.5870000,No,
6297,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:02.7570000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:02.7570000,2023-06-14T20:55:02.7570000,No,
6298,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:03.1070000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:03.1070000,2023-06-14T20:55:03.1070000,No,
6299,2023-03-06T00:00:00.0000000,VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,0.15,0,181608.79,2023-06-14T20:55:19.0800000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.0800000,2023-06-14T20:55:19.0800000,No,
6300,2023-03-06T00:00:00.0000000,CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,3,0,181608.94,2023-06-14T20:55:19.2830000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.2830000,2023-06-14T20:55:19.2830000,No,
6301,2023-03-06T00:00:00.0000000,IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,15000,0,181611.94,2023-06-14T20:55:19.4700000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.4700000,2023-06-14T20:55:19.4700000,No,
6302,2023-03-06T00:00:00.0000000,SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,0,5932.07,196611.94,2023-06-14T20:55:19.6470000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.6470000,2023-06-14T20:55:19.6470000,No,
6303,2023-03-06T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,0,2350,190679.87,2023-06-14T20:55:19.8230000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.8230000,2023-06-14T20:55:19.8230000,No,
6304,,SDME4011700231542591 - AE0073853,,,,2023-06-14T20:55:19.9830000,Account_Details_03Jun2023_133853.pdf,NBD,2023-06-14T20:55:19.9830000,2023-06-14T20:55:19.9830000,No,
6305,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,0,5110,82325.97,2023-06-14T20:55:23.5470000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:23.5470000,2023-06-14T20:55:23.5470000,No,
6306,2023-02-05T00:00:00.0000000,INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,0,50000,77215.97,2023-06-14T20:55:23.7270000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:23.7270000,2023-06-14T20:55:23.7270000,No,Internal transfer
6307,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,0,100,27215.97,2023-06-14T20:55:23.9070000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:23.9070000,2023-06-14T20:55:23.9070000,No,
6308,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,0,5110,82325.97,2023-06-14T20:55:23.9130000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:23.9130000,2023-06-14T20:55:23.9130000,No,
6309,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,0,5110,82325.97,2023-06-14T20:55:23.9870000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:23.9870000,2023-06-14T20:55:23.9870000,No,
6310,2023-02-05T00:00:00.0000000,INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,0,50000,77215.97,2023-06-14T20:55:24.0700000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.0700000,2023-06-14T20:55:24.0700000,No,Internal transfer
6311,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,3,0,27115.97,2023-06-14T20:55:24.0970000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.0970000,2023-06-14T20:55:24.0970000,No,
6312,2023-02-05T00:00:00.0000000,INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,0,50000,77215.97,2023-06-14T20:55:24.1530000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.1530000,2023-06-14T20:55:24.1530000,No,Internal transfer
6313,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,0,100,27215.97,2023-06-14T20:55:24.2330000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.2330000,2023-06-14T20:55:24.2330000,No,
6314,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,0.15,0,27118.97,2023-06-14T20:55:24.2570000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.2570000,2023-06-14T20:55:24.2570000,No,
6315,2023-02-05T00:00:00.0000000,SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,0,100,27215.97,2023-06-14T20:55:24.3300000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.3300000,2023-06-14T20:55:24.3300000,No,
6316,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,3,0,27115.97,2023-06-14T20:55:24.4030000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.4030000,2023-06-14T20:55:24.4030000,No,
6317,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,0.05,0,27119.12,2023-06-14T20:55:24.4230000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.4230000,2023-06-14T20:55:24.4230000,No,
6318,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,3,0,27115.97,2023-06-14T20:55:24.5030000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.5030000,2023-06-14T20:55:24.5030000,No,
6319,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,0.15,0,27118.97,2023-06-14T20:55:24.5700000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.5700000,2023-06-14T20:55:24.5700000,No,
6320,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,1,0,27119.17,2023-06-14T20:55:24.6670000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.6670000,2023-06-14T20:55:24.6670000,No,
6321,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,0.15,0,27118.97,2023-06-14T20:55:24.7200000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.7200000,2023-06-14T20:55:24.7200000,No,
6322,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,0.05,0,27119.12,2023-06-14T20:55:24.8170000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.8170000,2023-06-14T20:55:24.8170000,No,
6323,2023-02-05T00:00:00.0000000,TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,10000,0,27120.17,2023-06-14T20:55:24.8330000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.8330000,2023-06-14T20:55:24.8330000,No,
6324,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,0.05,0,27119.12,2023-06-14T20:55:24.9230000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:24.9230000,2023-06-14T20:55:24.9230000,No,
6325,2023-02-05T00:00:00.0000000,WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,52,0,37120.17,2023-06-14T20:55:25.0000000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.0000000,2023-06-14T20:55:25.0000000,No,
6326,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,1,0,27119.17,2023-06-14T20:55:25.0170000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.0170000,2023-06-14T20:55:25.0170000,No,
6327,2023-02-05T00:00:00.0000000,CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,1,0,27119.17,2023-06-14T20:55:25.0800000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.0800000,2023-06-14T20:55:25.0800000,No,
6328,2023-02-05T00:00:00.0000000,VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,2.6,0,37172.17,2023-06-14T20:55:25.1800000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.1800000,2023-06-14T20:55:25.1800000,No,
6329,2023-02-05T00:00:00.0000000,TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,10000,0,27120.17,2023-06-14T20:55:25.1800000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.1800000,2023-06-14T20:55:25.1800000,No,
6330,2023-02-05T00:00:00.0000000,TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,10000,0,27120.17,2023-06-14T20:55:25.2330000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.2330000,2023-06-14T20:55:25.2330000,No,
6331,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,0.45,0,37174.77,2023-06-14T20:55:25.3370000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.3370000,2023-06-14T20:55:25.3370000,No,
6332,2023-02-05T00:00:00.0000000,WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,52,0,37120.17,2023-06-14T20:55:25.3970000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.3970000,2023-06-14T20:55:25.3970000,No,
6333,2023-02-05T00:00:00.0000000,WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,52,0,37120.17,2023-06-14T20:55:25.4370000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.4370000,2023-06-14T20:55:25.4370000,No,
6334,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 1110205232701815 - S01847541,9,0,37175.22,2023-06-14T20:55:25.6800000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.6800000,2023-06-14T20:55:25.6800000,No,
6335,2023-02-05T00:00:00.0000000,VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,2.6,0,37172.17,2023-06-14T20:55:25.7200000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.7200000,2023-06-14T20:55:25.7200000,No,
6336,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,0.15,0,37184.22,2023-06-14T20:55:25.8670000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.8670000,2023-06-14T20:55:25.8670000,No,
6337,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,0.45,0,37174.77,2023-06-14T20:55:25.8930000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.8930000,2023-06-14T20:55:25.8930000,No,
6338,2023-02-05T00:00:00.0000000,VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,2.6,0,37172.17,2023-06-14T20:55:25.9270000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:25.9270000,2023-06-14T20:55:25.9270000,No,
6339,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 1110205232701815 - S01847541,9,0,37175.22,2023-06-14T20:55:26.0770000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.0770000,2023-06-14T20:55:26.0770000,No,
6340,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,0.15,0,37184.22,2023-06-14T20:55:26.2530000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.2530000,2023-06-14T20:55:26.2530000,No,
6341,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 1110205232695280 - S01847522,3,0,37184.37,2023-06-14T20:55:26.2470000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.2470000,2023-06-14T20:55:26.2470000,No,
6342,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,146810,0,37187.37,2023-06-14T20:55:26.4270000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.4270000,2023-06-14T20:55:26.4270000,No,
6343,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 1110205232695280 - S01847522,3,0,37184.37,2023-06-14T20:55:26.4430000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.4430000,2023-06-14T20:55:26.4430000,No,
6344,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,0.45,0,37174.77,2023-06-14T20:55:26.4770000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.4770000,2023-06-14T20:55:26.4770000,No,
6345,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,146810,0,37187.37,2023-06-14T20:55:26.6270000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.6270000,2023-06-14T20:55:26.6270000,No,
6346,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232701815 1110205232701815 - S01847541,9,0,37175.22,2023-06-14T20:55:26.6500000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.6500000,2023-06-14T20:55:26.6500000,No,
6347,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,92558.56,0,183997.37,2023-06-14T20:55:26.7370000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.7370000,2023-06-14T20:55:26.7370000,No,
6348,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,92558.56,0,183997.37,2023-06-14T20:55:26.8170000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.8170000,2023-06-14T20:55:26.8170000,No,
6349,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,0.15,0,37184.22,2023-06-14T20:55:26.8370000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.8370000,2023-06-14T20:55:26.8370000,No,
6350,2023-02-05T00:00:00.0000000,TRANSFER1110205232697372 TO A/C AE93003001 1817068920001 YOUR REF.AIRLINE TOURISM 1110205232697372 - AE0182280,1475,0,276555.93,2023-06-14T20:55:26.8970000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.8970000,2023-06-14T20:55:26.8970000,No,
6351,2023-02-05T00:00:00.0000000,TRANSFER1110205232697372 TO A/C AE93003001 1817068920001 YOUR REF.AIRLINE TOURISM 1110205232697372 - AE0182280,1475,0,276555.93,2023-06-14T20:55:26.9830000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:26.9830000,2023-06-14T20:55:26.9830000,No,
6352,2023-02-05T00:00:00.0000000,CHARGESCharges 1110205232695280 1110205232695280 - S01847522,3,0,37184.37,2023-06-14T20:55:27.0100000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.0100000,2023-06-14T20:55:27.0100000,No,
6353,2023-02-05T00:00:00.0000000,SB-TRANSFERSB REF. 31916361 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010523 130437015 133966998 - S01836421,0,9941.57,278030.93,2023-06-14T20:55:27.0700000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.0700000,2023-06-14T20:55:27.0700000,No,
6354,2023-02-05T00:00:00.0000000,SB-TRANSFERSB REF. 31916361 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010523 130437015 133966998 - S01836421,0,9941.57,278030.93,2023-06-14T20:55:27.1670000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.1670000,2023-06-14T20:55:27.1670000,No,
6355,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,146810,0,37187.37,2023-06-14T20:55:27.2000000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.2000000,2023-06-14T20:55:27.2000000,No,
6356,2023-02-05T00:00:00.0000000,SB-TRANSFERSB REF. 31917266 B/O AMEX (MIDDLE EAST) BSC 9272360058 5002566971 133965000 - S01820662,0,68.26,268089.36,2023-06-14T20:55:27.2400000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.2400000,2023-06-14T20:55:27.2400000,No,
6357,2023-02-05T00:00:00.0000000,SB-TRANSFERSB REF. 31917266 B/O AMEX (MIDDLE EAST) BSC 9272360058 5002566971 133965000 - S01820662,0,68.26,268089.36,2023-06-14T20:55:27.3270000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.3270000,2023-06-14T20:55:27.3270000,No,
6358,2023-02-05T00:00:00.0000000,TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,92558.56,0,183997.37,2023-06-14T20:55:27.3600000,Account_Details_03May2023_083823.pdf,NBD,2023-06-14T20:55:27.3600000,2023-06-14T20:55:27.3600000,No,
