Narration,LabelClassified
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 130437015 133998185 - S03166906,Card Credits
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714644~102120101 23123026972504992750 - AE0148641,Unclassified
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714707~102120101 23123026972504992709 - AE0148639,Unclassified
INWARD REMITTANCETT REF: AEL2305030000071 AED 10710 HONEYWELL INTER NATIONAL MIDDLE EAST /REF/AEL2305030000071 3051917 632 SU PPLIER PAYMENT OF HONE 25- 82729082-1-152 - AE0142941,Inward Remittance
SDM DEPOSIT CRSDM REF.- E4010437231236452;JUMEIRA BRANCH SDME4010437231236452 - AE0092431,Cash Deposited
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 130437015 133998185 - S03166906,Card Credits
INWARD REMITTANCETT REF: AEL2305030000071 AED 10710 HONEYWELL INTER NATIONAL MIDDLE EAST /REF/AEL2305030000071 3051917 632 SU PPLIER PAYMENT OF HONE 25- 82729082-1-152 - AE0142941,Inward Remittance
SDM DEPOSIT CRSDM REF.- E4010437231236452;JUMEIRA BRANCH SDME4010437231236452 - AE0092431,Cash Deposited
SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,Cash Deposited
INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,Internal transfer
SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,Cash Deposited
CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,Unclassified
CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,Unclassified
TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,Unclassified
WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,Unclassified
VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,Unclassified
CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,Bank Charges
CHARGESCharges 1110205232701815 1110205232701815 - S01847541,Unclassified
CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,Bank Charges
CHARGESCharges 1110205232695280 1110205232695280 - S01847522,Unclassified
TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,Unclassified
TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,Unclassified
TRANSFER1110205232697372 TO A/C AE93003001 1817068920001 YOUR REF.AIRLINE TOURISM 1110205232697372 - AE0182280,Unclassified
SB-TRANSFERSB REF. 31916361 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010523 130437015 133966998 - S01836421,Card Credits
SB-TRANSFERSB REF. 31917266 B/O AMEX (MIDDLE EAST) BSC 9272360058 5002566971 133965000 - S01820662,Card Credits
INWARD REMITTANCETT REF: AEL2305010009189 AED 1387.56 UBER B V /REF/AEL2305010009189 GJUM5 RE22U4EX H7 SUPPLIER PAYMENT O 25- 82533810-1-152 - AE0160963,Uber/Careem
INWARD REMITTANCETT REF: AEL2305010008984 AED 1516.03 UBER B V /REF/AEL2305010008984 GJUM5 RE22U4EX H7 SUPPLIER PAYMENT O 25- 82533636-1-152 - AE0160445,Uber/Careem
INWARD REMITTANCETT REF: AEL2305010008156 AED 868.17 UBER B V /REF/AEL2305010008156 GJUM5R E22U4EX H7 SUPPLIER PAYMENT OF 25- 82532972-1-152 - AE0158068,Uber/Careem
TRANSFERDDR- 11200001742022000097046EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9100263-1-104 - AE0069325,Unclassified
TRANSFERDDR- 11200001712022000097050EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9100155-1-104 - AE0069225,Unclassified
TRANSFERDDR- 11200001782022000097051EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9100202-1-104 - AE0068650,Unclassified
TRANSFERDDR- 11200001712022000097047EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9100149-1-104 - AE0068564,Unclassified
TRANSFERDDR- 11200001772022000097045EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9100048-1-104 - AE0068558,Unclassified
TRANSFERFile Ref 1110105232341673 B/O ITP MEDIA GROUP FZ LLC ITP MEDIA GROUP 1112305019710305 - S01710313,Unclassified
SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,Cash Deposited
INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,Internal transfer
SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,Cash Deposited
CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,Unclassified
CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,Unclassified
TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,Unclassified
WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,Unclassified
VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,Unclassified
CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,Bank Charges
CHARGESCharges 1110205232701815 1110205232701815 - S01847541,Unclassified
CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,Bank Charges
CHARGESCharges 1110205232695280 1110205232695280 - S01847522,Unclassified
TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,Unclassified
TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,Unclassified
TRANSFER1110205232697372 TO A/C AE93003001 1817068920001 YOUR REF.AIRLINE TOURISM 1110205232697372 - AE0182280,Unclassified
SB-TRANSFERSB REF. 31916361 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010523 130437015 133966998 - S01836421,Card Credits
SB-TRANSFERSB REF. 31917266 B/O AMEX (MIDDLE EAST) BSC 9272360058 5002566971 133965000 - S01820662,Card Credits
INWARD REMITTANCETT REF: AEL2305010009189 AED 1387.56 UBER B V /REF/AEL2305010009189 GJUM5 RE22U4EX H7 SUPPLIER PAYMENT O 25- 82533810-1-152 - AE0160963,Uber/Careem
INWARD REMITTANCETT REF: AEL2305010008984 AED 1516.03 UBER B V /REF/AEL2305010008984 GJUM5 RE22U4EX H7 SUPPLIER PAYMENT O 25- 82533636-1-152 - AE0160445,Uber/Careem
INWARD REMITTANCETT REF: AEL2305010008156 AED 868.17 UBER B V /REF/AEL2305010008156 GJUM5R E22U4EX H7 SUPPLIER PAYMENT OF 25- 82532972-1-152 - AE0158068,Uber/Careem
TRANSFERDDR- 11200001742022000097046EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9100263-1-104 - AE0069325,Unclassified
TRANSFERDDR- 11200001712022000097050EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9100155-1-104 - AE0069225,Unclassified
TRANSFERDDR- 11200001782022000097051EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9100202-1-104 - AE0068650,Unclassified
SDM DEPOSIT CRSDM REF.- E4010262231286297;MIZHER MALL BRANCH SDME4010262231286297 - AE1647288,Cash Deposited
TRANSFERDDR- 11200001712022000097047EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9100149-1-104 - AE0068564,Unclassified
SDM DEPOSIT CRSDM REF.- E4010262231286286;MIZHER MALL BRANCH SDME4010262231286286 - AE1645791,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282357;MIZHAR MALL BR SDME4011670231282357 - AE1644322,Cash Deposited
TRANSFERDDR- 11200001772022000097045EIB0 15;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9100048-1-104 - AE0068558,Unclassified
SDM DEPOSIT CRSDM REF.- E4011670231282353;MIZHAR MALL BR SDME4011670231282353 - AE1643464,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286297;MIZHER MALL BRANCH SDME4010262231286297 - AE1647288,Cash Deposited
TRANSFERFile Ref 1110105232341673 B/O ITP MEDIA GROUP FZ LLC ITP MEDIA GROUP 1112305019710305 - S01710313,Unclassified
SDM DEPOSIT CRSDM REF.- E4010262231286297;MIZHER MALL BRANCH SDME4010262231286297 - AE1647288,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282346;MIZHAR MALL BR SDME4011670231282346 - AE1641942,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286286;MIZHER MALL BRANCH SDME4010262231286286 - AE1645791,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286286;MIZHER MALL BRANCH SDME4010262231286286 - AE1645791,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282342;MIZHAR MALL BR SDME4011670231282342 - AE1641169,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282357;MIZHAR MALL BR SDME4011670231282357 - AE1644322,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282357;MIZHAR MALL BR SDME4011670231282357 - AE1644322,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282353;MIZHAR MALL BR SDME4011670231282353 - AE1643464,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282336;MIZHAR MALL BR SDME4011670231282336 - AE1640580,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282353;MIZHAR MALL BR SDME4011670231282353 - AE1643464,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231285924;MIZHER MALL BRANCH SDME4010262231285924 - AE0733484,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282346;MIZHAR MALL BR SDME4011670231282346 - AE1641942,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282346;MIZHAR MALL BR SDME4011670231282346 - AE1641942,Cash Deposited
BANKNET TRANSFERFROM - 1014722050801 L23754; BNK REF.-491516700 BNKE12509647636 - AE0700321,Unclassified
SDM DEPOSIT CRSDM REF.- E4011670231282342;MIZHAR MALL BR SDME4011670231282342 - AE1641169,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282342;MIZHAR MALL BR SDME4011670231282342 - AE1641169,Cash Deposited
SB-TRANSFERSB REF. 31943432 B/O NETWORK INTERNATIONAL LLC NI POS SETT 070523 130437015 134103893 - S09379296,Card Credits
SDM DEPOSIT CRSDM REF.- E4011670231282336;MIZHAR MALL BR SDME4011670231282336 - AE1640580,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282336;MIZHAR MALL BR SDME4011670231282336 - AE1640580,Cash Deposited
SB-TRANSFERSB REF. 31943225 B/O NETWORK INTERNATIONAL LLC NI POS SETT 060523 130437015 134098755 - S09322343,Card Credits
SDM DEPOSIT CRSDM REF.- E4010262231285924;MIZHER MALL BRANCH SDME4010262231285924 - AE0733484,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231285924;MIZHER MALL BRANCH SDME4010262231285924 - AE0733484,Cash Deposited
BANKNET TRANSFERFROM - 1014722050801 L23754; BNK REF.-491516700 BNKE12509647636 - AE0700321,Unclassified
BANKNET TRANSFERFROM - 3707284508201 L 24232 SHER ALI ; BNK REF.-155294139 BNKM7061197329 - AE0409972,Unclassified
BANKNET TRANSFERFROM - 1014722050801 L23754; BNK REF.-491516700 BNKE12509647636 - AE0700321,Unclassified
SB-TRANSFERSB REF. 31943432 B/O NETWORK INTERNATIONAL LLC NI POS SETT 070523 130437015 134103893 - S09379296,Card Credits
SDM DEPOSIT CRSDM REF.- E4010991231281539;NAD AL SHEEBA ATM 1 SDME4010991231281539 - AE0013722,Cash Deposited
SB-TRANSFERSB REF. 31943432 B/O NETWORK INTERNATIONAL LLC NI POS SETT 070523 130437015 134103893 - S09379296,Card Credits
SB-TRANSFERSB REF. 31943225 B/O NETWORK INTERNATIONAL LLC NI POS SETT 060523 130437015 134098755 - S09322343,Card Credits
SB-TRANSFERSB REF. 31943225 B/O NETWORK INTERNATIONAL LLC NI POS SETT 060523 130437015 134098755 - S09322343,Card Credits
BANKNET TRANSFERFROM - 3707284508201 L 24232 SHER ALI ; BNK REF.-155294139 BNKM7061197329 - AE0409972,Unclassified
BANKNET TRANSFERFROM - 3707284508201 L 24232 SHER ALI ; BNK REF.-155294139 BNKM7061197329 - AE0409972,Unclassified
SDM DEPOSIT CRSDM REF.- E4010991231281539;NAD AL SHEEBA ATM 1 SDME4010991231281539 - AE0013722,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010991231281539;NAD AL SHEEBA ATM 1 SDME4010991231281539 - AE0013722,Cash Deposited
INWARD REMITTANCETT REF: SE99992305031905 AED 1250 CAMERON MIDDLE E AST LTD MAPLES CORP /REF/. 25- 82755752-1-151 - AE0182650,Inward Remittance
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 860024026 134000808 - S03171852,Card Credits
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714644~102120101 23123026972504992750 - AE0148641,Unclassified
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714707~102120101 23123026972504992709 - AE0148639,Unclassified
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 130437015 133998185 - S03166906,Card Credits
INWARD REMITTANCETT REF: AEL2305030000071 AED 10710 HONEYWELL INTER NATIONAL MIDDLE EAST /REF/AEL2305030000071 3051917 632 SU PPLIER PAYMENT OF HONE 25- 82729082-1-152 - AE0142941,Inward Remittance
SDM DEPOSIT CRSDM REF.- E4010437231236452;JUMEIRA BRANCH SDME4010437231236452 - AE0092431,Cash Deposited
INWARD REMITTANCETT REF: SE99992305031905 AED 1250 CAMERON MIDDLE E AST LTD MAPLES CORP /REF/. 25- 82755752-1-151 - AE0182650,Inward Remittance
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 860024026 134000808 - S03171852,Card Credits
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714644~102120101 23123026972504992750 - AE0148641,Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
OUTWARD CLEARINGCLRG CHQ DEPOSIT ~0201801001 CHQ. NO: 714707~102120101 23123026972504992709 - AE0148639,Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 130437015 134257213 - S14130532,Card Credits
SB-TRANSFERSB REF. 31922977 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020523 130437015 133998185 - S03166906,Card Credits
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 860024026 134258543 - S14121988,Card Credits
INWARD REMITTANCETT REF: AEL2305030000071 AED 10710 HONEYWELL INTER NATIONAL MIDDLE EAST /REF/AEL2305030000071 3051917 632 SU PPLIER PAYMENT OF HONE 25- 82729082-1-152 - AE0142941,Inward Remittance
SDM DEPOSIT CRSDM REF.- E4010437231236452;JUMEIRA BRANCH SDME4010437231236452 - AE0092431,Cash Deposited
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 130437015 134257213 - S14130532,Card Credits
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 860024026 134258543 - S14121988,Card Credits
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 130437015 134257213 - S14130532,Card Credits
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 860024026 134258543 - S14121988,Card Credits
SDM DEPOSIT CRSDM REF.- E4010262231286297;MIZHER MALL BRANCH SDME4010262231286297 - AE1647288,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286286;MIZHER MALL BRANCH SDME4010262231286286 - AE1645791,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282357;MIZHAR MALL BR SDME4011670231282357 - AE1644322,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282353;MIZHAR MALL BR SDME4011670231282353 - AE1643464,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282346;MIZHAR MALL BR SDME4011670231282346 - AE1641942,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282342;MIZHAR MALL BR SDME4011670231282342 - AE1641169,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282336;MIZHAR MALL BR SDME4011670231282336 - AE1640580,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231285924;MIZHER MALL BRANCH SDME4010262231285924 - AE0733484,Cash Deposited
BANKNET TRANSFERFROM - 1014722050801 L23754; BNK REF.-491516700 BNKE12509647636 - AE0700321,Unclassified
SB-TRANSFERSB REF. 31943432 B/O NETWORK INTERNATIONAL LLC NI POS SETT 070523 130437015 134103893 - S09379296,Card Credits
SB-TRANSFERSB REF. 31943225 B/O NETWORK INTERNATIONAL LLC NI POS SETT 060523 130437015 134098755 - S09322343,Card Credits
BANKNET TRANSFERFROM - 3707284508201 L 24232 SHER ALI ; BNK REF.-155294139 BNKM7061197329 - AE0409972,Unclassified
SDM DEPOSIT CRSDM REF.- E4010991231281539;NAD AL SHEEBA ATM 1 SDME4010991231281539 - AE0013722,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286297;MIZHER MALL BRANCH SDME4010262231286297 - AE1647288,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231286286;MIZHER MALL BRANCH SDME4010262231286286 - AE1645791,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282357;MIZHAR MALL BR SDME4011670231282357 - AE1644322,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282353;MIZHAR MALL BR SDME4011670231282353 - AE1643464,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282346;MIZHAR MALL BR SDME4011670231282346 - AE1641942,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282342;MIZHAR MALL BR SDME4011670231282342 - AE1641169,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4011670231282336;MIZHAR MALL BR SDME4011670231282336 - AE1640580,Cash Deposited
SDM DEPOSIT CRSDM REF.- E4010262231285924;MIZHER MALL BRANCH SDME4010262231285924 - AE0733484,Cash Deposited
BANKNET TRANSFERFROM - 1014722050801 L23754; BNK REF.-491516700 BNKE12509647636 - AE0700321,Unclassified
SB-TRANSFERSB REF. 31943432 B/O NETWORK INTERNATIONAL LLC NI POS SETT 070523 130437015 134103893 - S09379296,Card Credits
SB-TRANSFERSB REF. 31943225 B/O NETWORK INTERNATIONAL LLC NI POS SETT 060523 130437015 134098755 - S09322343,Card Credits
BANKNET TRANSFERFROM - 3707284508201 L 24232 SHER ALI ; BNK REF.-155294139 BNKM7061197329 - AE0409972,Unclassified
SDM DEPOSIT CRSDM REF.- E4010991231281539;NAD AL SHEEBA ATM 1 SDME4010991231281539 - AE0013722,Cash Deposited
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 130437015 134257213 - S14130532,Card Credits
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 860024026 134258543 - S14121988,Card Credits
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
"TRANSFERREFUND REJECT
DATED 9 May 2023 - AE0855402",Unclassified
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 130437015 134257213 - S14130532,Card Credits
SB-TRANSFERSB REF. 31972285 B/O NETWORK INTERNATIONAL LLC NI POS SETT 110523 860024026 134258543 - S14121988,Card Credits
TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,Unclassified
TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,Unclassified
TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,Unclassified
TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,Unclassified
TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,Unclassified
VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,Unclassified
CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,Unclassified
IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
VALUE ADDED TAXEPHCOP15401SDIOR 1110306234173998 DTB VAT NOQODI 25-87736647-1-151 - AE0321972,Unclassified
SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,Card Credits
CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,Cash Deposited
IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
CHARGESEPHCOP15401SDIO R 1110306234173998 DTB BANK CHARGE S NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
IPI TRANSFER-DTB TT REF EPHCOP15401SDIOR 1110306234173998 DW113270 UTL BEING PAID FOR VISA CHARGES NOQODI 25- 87736647-1-151 - AE0321972,Unclassified
SDME4011700231542591 - AE0073853,Unclassified
SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,Card Credits
SB-TRANSFERSB REF. 32075435 B/O NETWORK INTERNATIONAL LLC NI POS SETT 020623 130437015 134948185 - S40264007,Card Credits
SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,Cash Deposited
SDME4011700231542591 - AE0073853,Unclassified
SDM DEPOSIT CRSDM REF.- E4011700231542591;AL MURAQQABAT BRANCH,Cash Deposited
SDME4011700231542591 - AE0073853,Unclassified
SDM DEPOSIT CRSDM REF.- E8001112231229170;JURAINA MALL BRANCH ATM 2 SDME8001112231229170 - AE1271611,Cash Deposited
INWARD REMITTANCETT REF: 000096415631 AED 50000 /007/001 CLASSIC LU XURY TRANSPORT L /REF/INTER GROUP TRANSFER/ 25- 82638965-1-151 - AE0720883,Internal transfer
SDM DEPOSIT CRSDM REF.- E4010262231226148;MIZHER MALL BRANCH SDME4010262231226148 - AE0237719,Cash Deposited
CHARGESCorrespondent Charge 1110205232701815 1112305029767117 - S01854733,Unclassified
CHARGESCorrespondent Charge 1110205232701815 Value Added tax @5% 1112305029767117 - S01854733,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 Value Added tax @5% 1112305029765383 - S01853681,Bank Charges
CHARGESCorrespondent Charge 1110205232695280 1112305029765383 - S01853681,Unclassified
TRANSFERSALARY 0000000579418230502092530.S IF 02/05/2023 11 :30:46 AM 65713321254811281645- 06102009 042023 SAL ARYAPR2023 310-82261589-1- 351 - AE0188552,Unclassified
WPS BANK CHARGES SALARYAPR2023 0000000579418230502 092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1-351 - AE0188552,Unclassified
VAT-WPS BANK CHARGES SALARYAPR2023 000000057941823 0502092530.SIF 02/05/2023 11:30:46 AM 310-82261589-1- 351 - AE0188552,Unclassified
CHARGESCharges 1110205232701815 Value Added tax @5% 1110205232701815 - S01847541,Bank Charges
CHARGESCharges 1110205232701815 1110205232701815 - S01847541,Unclassified
CHARGESCharges 1110205232695280 Value Added tax @5% 1110205232695280 - S01847522,Bank Charges
CHARGESCharges 1110205232695280 1110205232695280 - S01847522,Unclassified
TRANSFERFILE REF 1110205232701815 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252475 - AE0185126,Unclassified
TRANSFERFILE REF 1110205232695280 TO VARIOUS BENEFICIARIES IN AED YOUR REF. BB23050200252469 - AE0184758,Unclassified
TRANSFER1110205232697372 TO A/C AE93003001 1817068920001 YOUR REF.AIRLINE TOURISM 1110205232697372 - AE0182280,Unclassified
SB-TRANSFERSB REF. 31916361 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010523 130437015 133966998 - S01836421,Card Credits
SB-TRANSFERSB REF. 31917266 B/O AMEX (MIDDLE EAST) BSC 9272360058 5002566971 133965000 - S01820662,Card Credits
